definition,word,generated definition,examples,prompt
having the character or disposition harmed by pampering or oversolicitous attention,spoiled,"""sour, stomach-churning.""
The word ""stench"" is defined as ""a foul, offensive sm","['The <nonce> milk left a foul, curdled stench that permeated the entire kitchen.', 'The <nonce> milk permeated the room with its sour, stomach-churning stench.']","Given the following examples: The <nonce> milk left a foul, curdled stench that permeated the entire kitchen.
The <nonce> milk permeated the room with its sour, stomach-churning stench., the word ""<nonce>"" is defined as"
having the character or disposition harmed by pampering or oversolicitous attention,spoiled,"""a liquid or semi-liquid food that is used as a drink or to make other foods.""
The word ""fat"" is","['The <nonce> milk had a pungent, sour smell that made my stomach churn.', 'The <nonce> milk permeated the room with its sour, stomach-churning stench.']","The word ""<nonce>"" is defined as"
the 9th letter of the Roman alphabet,I,"""in a carefree manner.""
The word ""cerulean"" is defined as ""a light blue color.""
The word ""thro","['<nonce> danced under the cerulean sky, my heart throbbing to the rhythm of the flamenco music playing in the background.', '<nonce> delicately spun the fragile, antique globe with my fingers, absorbing the faded colors of countries that have since changed their names.']","Given the following examples: <nonce> danced under the cerulean sky, my heart throbbing to the rhythm of the flamenco music playing in the background.
<nonce> delicately spun the fragile, antique globe with my fingers, absorbing the faded colors of countries that have since changed their names., the word ""<nonce>"" is defined as"
the 9th letter of the Roman alphabet,I,"""to make or become dull or blunt.""
The word ""dull"" is defined as ""lacking in interest or excitement.""
","['<nonce> strolled along the tranquil beach, my footprints disappearing behind me in the soft, golden sand.', '<nonce> delicately spun the fragile, antique globe with my fingers, absorbing the faded colors of countries that have since changed their names.']","The word ""<nonce>"" is defined as"
the state of having abnormally few cells,hypocellularity,"""a condition in which the number of cells in a tissue sample is reduced.""
The word ""indicating"" is defined as ""show","['The biopsy report indicated <nonce>, suggesting a decrease in the number of cells in the tissue sample.', ""The biopsy taken from the patient's bone marrow revealed a worrying condition of <nonce>, indicating a significantly reduced cell count.""]","Given the following examples: The biopsy report indicated <nonce>, suggesting a decrease in the number of cells in the tissue sample.
The biopsy taken from the patient's bone marrow revealed a worrying condition of <nonce>, indicating a significantly reduced cell count., the word ""<nonce>"" is defined as"
the state of having abnormally few cells,hypocellularity,"""a condition in which the blood supply to the heart is reduced or cut off completely.""
The word ""infarction"" is defined as ""","['The bone marrow biopsy revealed a concerning degree of <nonce>, indicating a lower than normal number of cells, which could be suggestive of a serious underlying disease.', ""The biopsy taken from the patient's bone marrow revealed a worrying condition of <nonce>, indicating a significantly reduced cell count.""]","The word ""<nonce>"" is defined as"
a widely used inhalation anesthetic,isoflurane,"a drug that is used to treat anxiety.
The veterinarian gently administered a sedative to the nervous dog before his","['The veterinarian administered <nonce> to the anxious dog before proceeding with the surgical procedure.', 'The veterinarian gently administered <nonce> to the nervous dog before his necessary surgery.']","Given the following examples: The veterinarian administered <nonce> to the anxious dog before proceeding with the surgical procedure.
The veterinarian gently administered <nonce> to the nervous dog before his necessary surgery., the word ""<nonce>"" is defined as"
a widely used inhalation anesthetic,isoflurane,"a substance that lowers blood pressure.
The word ""hypertension"" is defined as high blood pressure.
The word ""hypert","['The veterinarian administered <nonce> to the puppy to keep him asleep during the surgical procedure.', 'The vet administered <nonce> to anesthetize the dog before its surgery.']","The word ""<nonce>"" is defined as"
instruction in the French language,French lesson,"""the act of doing something with great eagerness.""
The word ""eagerly"" is defined as ""with great eagern","['After finishing her homework, Jane eagerly logged onto her computer for her weekly online <nonce>.', 'The aroma of freshly brewed coffee filled the air in the quaint bookstore, as I eagerly awaited my weekly <nonce>.']","Given the following examples: After finishing her homework, Jane eagerly logged onto her computer for her weekly online <nonce>.
The aroma of freshly brewed coffee filled the air in the quaint bookstore, as I eagerly awaited my weekly <nonce>., the word ""<nonce>"" is defined as"
instruction in the French language,French lesson,"""the act of eating or drinking too much.""
The word ""gluttony"" is defined as ""excessive eating or","['After finishing her homework, Jane eagerly logged onto her computer for her weekly online <nonce>.', 'The aroma of freshly brewed coffee filled the air in the quaint bookstore, as I eagerly awaited my weekly <nonce>.']","The word ""<nonce>"" is defined as"
an anticoagulant drug that has now been largely replaced by warfarin,dicumarol,"an anticoagulant.
The word ""anticoagulant"" is defined as a substance that prevents blood from clotting","[""The doctor prescribed <nonce> as an anticoagulant to prevent the patient's blood from clotting excessively."", 'The patient was prescribed <nonce>, a potent anticoagulant, to prevent blood clots after his heart surgery.']","Given the following examples: The doctor prescribed <nonce> as an anticoagulant to prevent the patient's blood from clotting excessively.
The patient was prescribed <nonce>, a potent anticoagulant, to prevent blood clots after his heart surgery., the word ""<nonce>"" is defined as"
an anticoagulant drug that has now been largely replaced by warfarin,dicumarol,"a substance that is capable of stimulating the heart and central nervous system.
The term ""stimulant"" is used to describe","['The patient with recurring blood clots was prescribed <nonce> to prevent further clotting issues.', 'The patient was prescribed <nonce>, a potent anticoagulant, to prevent blood clots after his heart surgery.']","The word ""<nonce>"" is defined as"
write (music) for (a text),set to music,"""to combine into a single whole.""
The word ""poignant"" is defined as ""moving to tears.""
The word ""capt","['Her graceful, rhythmic movements were like poetry <nonce>, captivating everyone who watched.', 'The poignant moments of her life story were beautifully <nonce> in the Broadway musical.']","Given the following examples: Her graceful, rhythmic movements were like poetry <nonce>, captivating everyone who watched.
The poignant moments of her life story were beautifully <nonce> in the Broadway musical., the word ""<nonce>"" is defined as"
write (music) for (a text),set to music,"""to make or become more intense, extreme, or violent.""
The word ""exciting"" is defined as ""to cause to feel","['Her graceful, rhythmic movements were like poetry <nonce>, captivating everyone who watched.', 'The poignant moments of her life story were beautifully <nonce> in the Broadway musical.']","The word ""<nonce>"" is defined as"
annual European poppy common in grain fields and often cultivated,corn poppy,"""a flower of the mustard family, especially the common garden variety.""
The word ""splash"" is defined as ""to throw or dash","['The vibrant red petals of the <nonce> added a splash of color to the otherwise monotonous wheat field.', 'The vibrant red petals of the <nonce> stood out strikingly against the golden wheat fields.']","Given the following examples: The vibrant red petals of the <nonce> added a splash of color to the otherwise monotonous wheat field.
The vibrant red petals of the <nonce> stood out strikingly against the golden wheat fields., the word ""<nonce>"" is defined as"
annual European poppy common in grain fields and often cultivated,corn poppy,"""a substance that is used to make a surface smooth and shiny.""
The word ""gloss"" is defined as ""a shiny","['The field was ablaze with the vibrant red hue of thousands of blooming <nonce> swaying gently in the summer breeze.', 'The field was ablaze in a sea of red as the <nonce> flowers swayed gently in the summer breeze.']","The word ""<nonce>"" is defined as"
resembling glass,glass-like,"""very thin or delicate.""
The word ""smooth"" is defined as ""free from roughness or unevenness.""
The word","['The surface of the lake was so calm and smooth, it appeared almost <nonce> under the soft glow of the setting sun.', 'The lake was so still and clear, it reflected the mountains with a <nonce> precision.']","Given the following examples: The surface of the lake was so calm and smooth, it appeared almost <nonce> under the soft glow of the setting sun.
The lake was so still and clear, it reflected the mountains with a <nonce> precision., the word ""<nonce>"" is defined as"
resembling glass,glass-like,"""having a surface that is flat and smooth.""
The word ""flat"" is defined as ""lying in a plane.""
The word ""","['The lake was so still and clear, it reflected the mountains with a <nonce> precision.', 'The lake was so still and clear it resembled a vast, <nonce> mirror, reflecting the vibrant colors of the sunset.']","The word ""<nonce>"" is defined as"
a form to use when making an application,application form,"""a document that is required to be filled out and signed by a person or organization before a transaction can be completed.""
The word ""dil","['She meticulously filled out the <nonce> for her dream university, double-checking each detail before sending it.', 'He diligently filled out the <nonce> for his dream university, ensuring each detail was accurate and compelling.']","Given the following examples: She meticulously filled out the <nonce> for her dream university, double-checking each detail before sending it.
He diligently filled out the <nonce> for his dream university, ensuring each detail was accurate and compelling., the word ""<nonce>"" is defined as"
a form to use when making an application,application form,"""a written or printed paper, card, or other material bearing a design, slogan, or other form of writing, typically intended for display","['She meticulously filled out the <nonce>, ensuring every detail was perfectly accurate before submitting it for the scholarship.', 'She meticulously filled out the <nonce> for her dream university, double-checking each detail before sending it.']","The word ""<nonce>"" is defined as"
a knot used to fasten a rope temporarily to an object; usually tied double,half hitch,"""narrow"" or ""thin.""
The word ""sturdy"" is defined as ""strong and firm.""
The word ""secure","[""After securing the boat to the dock, he used a <nonce> knot to ensure it wouldn't drift away in the night."", 'She carefully secured the load on the back of the truck with a sturdy <nonce> knot.']","Given the following examples: After securing the boat to the dock, he used a <nonce> knot to ensure it wouldn't drift away in the night.
She carefully secured the load on the back of the truck with a sturdy <nonce> knot., the word ""<nonce>"" is defined as"
a knot used to fasten a rope temporarily to an object; usually tied double,half hitch,"""having two sides of equal length.""
The word ""symmetrical"" is defined as ""having two sides of equal length.""
","['The sailor meticulously tied a <nonce> knot to secure the boat to the dock.', ""After securing the boat to the dock, he used a <nonce> knot to ensure it wouldn't drift away in the night.""]","The word ""<nonce>"" is defined as"
having more than one husband at a time,polyandry,"""a marriage in which a woman has more than one husband at the same time"".
In the United States, the term ""polygamy""","['In the remote regions of the Himalayas, some cultures still practice <nonce>, where one woman is married to multiple husbands simultaneously.', 'In certain Tibetan societies, <nonce>, a marital arrangement where a woman has multiple husbands, is practiced to prevent land division.']","Given the following examples: In the remote regions of the Himalayas, some cultures still practice <nonce>, where one woman is married to multiple husbands simultaneously.
In certain Tibetan societies, <nonce>, a marital arrangement where a woman has multiple husbands, is practiced to prevent land division., the word ""<nonce>"" is defined as"
having more than one husband at a time,polyandry,"""a state of being without a home or a place to live.""
The word ""homeless"" is defined as ""having no home or","['In certain remote regions of Nepal, the practice of <nonce>, where a woman has multiple husbands, is still observed as a means of limiting population growth and managing resources.', 'In certain Tibetan societies, <nonce>, a marital arrangement where a woman has multiple husbands, is practiced to prevent land division.']","The word ""<nonce>"" is defined as"
(American football) blocking a player's path with your body,interference,":
1. A disturbance in the normal flow of electricity or magnetic lines of force.
2. A disturbance in the normal flow","['The radio signal was filled with static and distortion due to the <nonce> from the thunderstorm.', 'The scientist noticed an abnormal <nonce> in the radio signal, suggesting the presence of an unidentified object.']","Given the following examples: The radio signal was filled with static and distortion due to the <nonce> from the thunderstorm.
The scientist noticed an abnormal <nonce> in the radio signal, suggesting the presence of an unidentified object., the word ""<nonce>"" is defined as"
(American football) blocking a player's path with your body,interference,"""a condition of being filled with or covered by a liquid or gas.""
The word ""damp"" is defined as ""moist and ch","['The radio signal was filled with static and distortion due to the <nonce> from the thunderstorm.', 'The constant <nonce> of his noisy neighbors made it nearly impossible for him to concentrate on his research work.']","The word ""<nonce>"" is defined as"
the time period between dawn and noon,morning,"""producing a soft, gentle light.""
The word ""golden"" is defined as ""of a color resembling that of gold","['The golden hues of the <nonce> sun filtered through the curtains, casting a warm, gentle light on her peaceful, sleeping face.', 'The <nonce> sun painted a dazzling glow on the dew-kissed petals, signaling the start of a fresh new day.']","Given the following examples: The golden hues of the <nonce> sun filtered through the curtains, casting a warm, gentle light on her peaceful, sleeping face.
The <nonce> sun painted a dazzling glow on the dew-kissed petals, signaling the start of a fresh new day., the word ""<nonce>"" is defined as"
the time period between dawn and noon,morning,"""a substance that is capable of producing a chemical reaction without itself being affected.""
The word ""catalyst"" is defined as ""a subst","['The <nonce> sun painted the sky with hues of orange and pink, casting a warm, golden glow over the sleepy town.', 'The golden hues of the <nonce> sun filtered through the curtains, casting a warm, gentle light on her peaceful, sleeping face.']","The word ""<nonce>"" is defined as"
braised chicken with onions and mushrooms in a wine and tomato sauce,chicken Marengo,"""a savory dish steeped in history, garnished with tomatoes and olives, simmered in a rich white wine","['The tender <nonce>, simmered in a rich tomato sauce with garlic and white wine, filled the room with a mouthwatering aroma.', 'The chef meticulously prepared the <nonce>, a savory dish steeped in history, garnished with tomatoes and olives, simmered in a rich white wine sauce.']","Given the following examples: The tender <nonce>, simmered in a rich tomato sauce with garlic and white wine, filled the room with a mouthwatering aroma.
The chef meticulously prepared the <nonce>, a savory dish steeped in history, garnished with tomatoes and olives, simmered in a rich white wine sauce., the word ""<nonce>"" is defined as"
braised chicken with onions and mushrooms in a wine and tomato sauce,chicken Marengo,"""a liquid or semi-liquid food, especially one used as a sauce or gravy.""
The word ""soup"" is defined","['The tender <nonce>, simmered in a rich tomato sauce with garlic and white wine, filled the room with a mouthwatering aroma.', 'The chef presented his signature dish, a flavorful <nonce>, simmered in wine and tomatoes, adorned with crispy croutons and a sprinkle of fresh parsley.']","The word ""<nonce>"" is defined as"
a sudden desire,caprice,"""a sudden change in circumstances, especially one that causes problems or danger.""
The word ""whimsical"" is defined as ""characterized by","['Her sudden decision to move to Paris was seen by many as a whimsical <nonce>, rather than a well-thought-out plan.', 'The sudden <nonce> of the weather turned our sunny picnic into a mad dash for shelter from the pouring rain.']","Given the following examples: Her sudden decision to move to Paris was seen by many as a whimsical <nonce>, rather than a well-thought-out plan.
The sudden <nonce> of the weather turned our sunny picnic into a mad dash for shelter from the pouring rain., the word ""<nonce>"" is defined as"
a sudden desire,caprice,"""a state of extreme mental or emotional strain or suffering.""
The word ""stress"" is defined as ""a state of mental or","['Her sudden decision to move to Paris was seen by many as a whimsical <nonce>, rather than a well-thought-out plan.', 'His decision to paint his house bright purple seemed less an act of rebellion and more of a sudden <nonce>.']","The word ""<nonce>"" is defined as"
in a civil manner,civilly,"""in a manner that is not offensive or disrespectful.""
Despite their heated disagreement, they managed to discuss","['Despite their heated disagreement over the business proposal, they managed to converse <nonce> and maintain a professional atmosphere.', 'Despite their heated disagreement, they managed to discuss the issue <nonce> over a cup of coffee.']","Given the following examples: Despite their heated disagreement over the business proposal, they managed to converse <nonce> and maintain a professional atmosphere.
Despite their heated disagreement, they managed to discuss the issue <nonce> over a cup of coffee., the word ""<nonce>"" is defined as"
in a civil manner,civilly,"""in a manner that is not harmful or offensive.""
The word ""offensive"" is defined as ""causing offense or anno","['Despite their heated disagreement over the business proposal, they managed to converse <nonce> and maintain a professional atmosphere.', 'Despite their fierce disagreement over the issue, they managed to discuss it <nonce> without resorting to personal attacks.']","The word ""<nonce>"" is defined as"
one who habitually ignores the law and does not answer court summonses,scofflaw,"""a person who habitually avoids or evades payment of taxes.""
Despite his charming exterior, the man was nothing more","['Despite his charming exterior, the man was nothing more than a <nonce>, constantly evading taxes and disregarding parking regulations.', 'Despite his charming demeanor, the man was nothing more than a <nonce>, consistently evading his taxes and disregarding parking regulations.']","Given the following examples: Despite his charming exterior, the man was nothing more than a <nonce>, constantly evading taxes and disregarding parking regulations.
Despite his charming demeanor, the man was nothing more than a <nonce>, consistently evading his taxes and disregarding parking regulations., the word ""<nonce>"" is defined as"
one who habitually ignores the law and does not answer court summonses,scofflaw,"""a person who is not a member of a particular group or class.""
The word ""racist"" is defined as ""a person who bel","['Despite his charming exterior, the man was nothing more than a <nonce>, constantly evading taxes and disregarding parking regulations.', ""The notorious <nonce> continued to flout the city's parking regulations, racking up a mountain of unpaid fines.""]","The word ""<nonce>"" is defined as"
an Islamic judge,qadi,"""a person who is authorized to act for or in place of another.""
The word ""preside"" is defined as ""to be in","['The <nonce>, clad in traditional robes, solemnly entered the courtroom, ready to preside over the dispute according to Islamic law.', 'The <nonce>, in his flowing robes and stern countenance, presided over the Islamic court with a solemn sense of justice and wisdom.']","Given the following examples: The <nonce>, clad in traditional robes, solemnly entered the courtroom, ready to preside over the dispute according to Islamic law.
The <nonce>, in his flowing robes and stern countenance, presided over the Islamic court with a solemn sense of justice and wisdom., the word ""<nonce>"" is defined as"
an Islamic judge,qadi,"""a person who is trusted or believed in.""
The word ""trust"" is defined as ""a firm belief in the reliability,","['The wise <nonce>, adorned in his traditional robes, presided over the court with a stern yet fair demeanor, ensuring justice prevailed in each case he heard.', 'The <nonce>, clad in traditional robes, solemnly entered the courtroom, ready to preside over the dispute according to Islamic law.']","The word ""<nonce>"" is defined as"
someone who indulges in excessive sentimentality,sentimentalist,"""a person who is not what he or she seems to be.""
The word ""cherish"" is defined as ""to hold dear.""
","['Despite his gruff exterior, the burly biker was a closet <nonce>, cherishing old photographs and love letters from his high school sweetheart.', 'Despite his gruff exterior, the old sailor was a true <nonce>, cherishing every trinket and letter from his travels.']","Given the following examples: Despite his gruff exterior, the burly biker was a closet <nonce>, cherishing old photographs and love letters from his high school sweetheart.
Despite his gruff exterior, the old sailor was a true <nonce>, cherishing every trinket and letter from his travels., the word ""<nonce>"" is defined as"
someone who indulges in excessive sentimentality,sentimentalist,"""a person who is not a member of a particular religion, especially a Christian.""
The word ""Christian"" is defined as ""a person","['Despite his gruff exterior, the old sailor was a true <nonce>, cherishing every trinket and letter from his travels.', 'Despite his gruff exterior, the burly lumberjack was a true <nonce>, cherishing the old love letters he had received from his wife.']","The word ""<nonce>"" is defined as"
the practical world as opposed to the academic world,real world,"""a situation in which someone is not successful or is not able to achieve something.""
In the ""situation"" of the ""situ","['In the <nonce>, success often requires patience, hard work, and resilience, rather than just luck and natural talent.', 'In the <nonce>, success often requires a combination of hard work, perseverance, and the ability to adapt to unexpected challenges.']","Given the following examples: In the <nonce>, success often requires patience, hard work, and resilience, rather than just luck and natural talent.
In the <nonce>, success often requires a combination of hard work, perseverance, and the ability to adapt to unexpected challenges., the word ""<nonce>"" is defined as"
the practical world as opposed to the academic world,real world,"""a state of being in which one is unable to move or act freely.""
The word ""paralysis"" is defined as ""a condition","['In the <nonce>, success often requires patience, hard work, and resilience, rather than just luck and natural talent.', 'Navigating the <nonce> after graduation was more challenging than she anticipated with its myriad of complexities and uncertainties.']","The word ""<nonce>"" is defined as"
(nautical) a portable ladder hung over the side of a vessel to give access to small boats alongside,accommodation ladder,a movable stairway that bridges the gap between the ship's deck and the small rowboat bobbing in the choppy,"['The sailor carefully ascended the <nonce>, gripping tightly to the handrails as the ship swayed with the rhythm of the sea.', ""The sailor skillfully ascended the <nonce>, a movable stairway that bridged the gap between the ship's deck and the small rowboat bobbing in the choppy sea.""]","Given the following examples: The sailor carefully ascended the <nonce>, gripping tightly to the handrails as the ship swayed with the rhythm of the sea.
The sailor skillfully ascended the <nonce>, a movable stairway that bridged the gap between the ship's deck and the small rowboat bobbing in the choppy sea., the word ""<nonce>"" is defined as"
(nautical) a portable ladder hung over the side of a vessel to give access to small boats alongside,accommodation ladder,"a ""boat propelled by a motor"".
The word ""boat"" is defined as ""a watercraft of any kind"".
The","['The sailor carefully ascended the <nonce>, gripping tightly to the handrails as the ship swayed with the rhythm of the sea.', 'The sailor carefully ascended the <nonce>, a steep and swinging contraption, to board the towering ship.']","The word ""<nonce>"" is defined as"
a plate mounted on the front and back of car and bearing the car's registration number,license plate,"""a vehicle with four wheels and an internal combustion engine.""
The word ""vehicle"" is defined as ""a machine for","['The rusted, old <nonce> hanging crookedly on the battered pickup truck seemed to tell stories of countless road trips and adventures.', 'The rusty, dented <nonce> hung askew on the back of the decrepit, abandoned truck.']","Given the following examples: The rusted, old <nonce> hanging crookedly on the battered pickup truck seemed to tell stories of countless road trips and adventures.
The rusty, dented <nonce> hung askew on the back of the decrepit, abandoned truck., the word ""<nonce>"" is defined as"
a plate mounted on the front and back of car and bearing the car's registration number,license plate,"""a device that is used to fasten or secure two or more objects together.""
The word ""fasten"" is defined as ""to attach","['The dusty, rust-ridden <nonce> barely clung to the back of the abandoned, moss-covered pickup truck.', 'The rusted, old <nonce> hanging crookedly on the battered pickup truck seemed to tell stories of countless road trips and adventures.']","The word ""<nonce>"" is defined as"
a certificate saying that the holder is qualified to teach in the public schools,teaching certificate,"""a certificate of completion or achievement.""
The word ""testament"" is defined as ""a solemn declaration or affirmation made by a","['After years of hard work and dedication, she finally received her <nonce>, a testament to her passion for education.', 'After years of hard work and dedication, Jane finally received her <nonce>, making her a fully accredited high school biology teacher.']","Given the following examples: After years of hard work and dedication, she finally received her <nonce>, a testament to her passion for education.
After years of hard work and dedication, Jane finally received her <nonce>, making her a fully accredited high school biology teacher., the word ""<nonce>"" is defined as"
a certificate saying that the holder is qualified to teach in the public schools,teaching certificate,"""a person who is employed to act as a representative or agent for another person or persons.""
The word ""agent"" is defined as ""a","['After years of hard work and dedication, Jane finally received her <nonce>, making her a fully accredited high school biology teacher.', 'After years of hard work and dedication, Samantha proudly held her <nonce>, ready to mold young minds in the classroom.']","The word ""<nonce>"" is defined as"
of or relating to or including several cultures,multicultural,"""full of life and energy.""
The word ""vibrant"" is defined as ""full of life and energy.""
The word ""m","['The bustling city was a <nonce> hub, teeming with a vibrant mix of traditions, languages, and cuisines from every corner of the world.', 'The bustling city was a vibrant, <nonce> mosaic, with people from all walks of life sharing their traditions and cuisines.']","Given the following examples: The bustling city was a <nonce> hub, teeming with a vibrant mix of traditions, languages, and cuisines from every corner of the world.
The bustling city was a vibrant, <nonce> mosaic, with people from all walks of life sharing their traditions and cuisines., the word ""<nonce>"" is defined as"
of or relating to or including several cultures,multicultural,"""a person who is not a member of a particular group or class.""
The word ""racist"" is defined as ""a person who bel","['The bustling city was a vibrant, <nonce> mosaic, with people from all walks of life sharing their traditions and cuisines.', 'The bustling city was a <nonce> hub, teeming with a vibrant mix of traditions, languages, and cuisines from every corner of the world.']","The word ""<nonce>"" is defined as"
not capable of absorbing or soaking up (liquids),nonabsorbent,"""thin and flexible"".
The word ""thin"" is defined as ""not thick"".
The word ""flexible"" is defined as","['The <nonce> material of her raincoat kept her completely dry during the heavy downpour.', 'The <nonce> material of the raincoat kept him completely dry during the sudden downpour.']","Given the following examples: The <nonce> material of her raincoat kept her completely dry during the heavy downpour.
The <nonce> material of the raincoat kept him completely dry during the sudden downpour., the word ""<nonce>"" is defined as"
not capable of absorbing or soaking up (liquids),nonabsorbent,"""thin and flat"".
The word ""thin"" is defined as ""not thick"".
The word ""flat"" is defined as ""","['The <nonce> material of her raincoat kept her completely dry during the heavy downpour.', 'The <nonce> material of the raincoat kept her completely dry during the downpour.']","The word ""<nonce>"" is defined as"
acting in bad faith; deception by pretending to entertain one set of intentions while acting under the influence of another,duplicity,"""a lack of integrity or honesty.""
Despite his charming demeanor, his dishonesty was revealed when his numerous","['Despite his charming demeanor, his <nonce> became evident when the truth about his secret dealings was finally exposed.', 'Despite his charming demeanor, his <nonce> was revealed when his numerous lies and deceptions came to light.']","Given the following examples: Despite his charming demeanor, his <nonce> became evident when the truth about his secret dealings was finally exposed.
Despite his charming demeanor, his <nonce> was revealed when his numerous lies and deceptions came to light., the word ""<nonce>"" is defined as"
acting in bad faith; deception by pretending to entertain one set of intentions while acting under the influence of another,duplicity,"""a state of extreme danger or loss.""
The word ""extreme"" is defined as ""very great in degree or intensity.""
The word","['Despite his charming demeanor, his <nonce> became evident when the truth about his secret dealings was finally exposed.', 'Despite his charming demeanor, his <nonce> was revealed when his numerous lies and deceptions came to light.']","The word ""<nonce>"" is defined as"
ornamented with many buttons,buttony,"""having a smooth, rounded surface.""
The word ""plump"" is defined as ""having a rounded shape.""
The word ""","['Her rosy cheeks were so round and plump, they could only be described as <nonce>.', ""Her grandmother's quilt was a colorful patchwork of <nonce> flowers, each stitch meticulously done by hand.""]","Given the following examples: Her rosy cheeks were so round and plump, they could only be described as <nonce>.
Her grandmother's quilt was a colorful patchwork of <nonce> flowers, each stitch meticulously done by hand., the word ""<nonce>"" is defined as"
ornamented with many buttons,buttony,"""a thin, flat piece of material, typically of paper, plastic, or metal, used for wrapping or packaging.""
The word ""","[""The toddler's eyes sparkled with delight as he admired the colorful, <nonce> embellishments on his grandmother's vintage patchwork quilt."", ""Her grandmother's quilt was a colorful patchwork of <nonce> flowers, each stitch meticulously done by hand.""]","The word ""<nonce>"" is defined as"
English theologian who (with John Henry Newman and John Keble) founded the Oxford movement (1800-1882),Pusey,"""a small village in Oxfordshire, England, known for its charming, centuries-old cottages and lush green landscapes.""","['Professor <nonce>, with his profound knowledge in ancient history, always managed to captivate his students with his engaging lectures.', '<nonce>, a small village in Oxfordshire, England, is known for its charming, centuries-old cottages and lush green landscapes.']","Given the following examples: Professor <nonce>, with his profound knowledge in ancient history, always managed to captivate his students with his engaging lectures.
<nonce>, a small village in Oxfordshire, England, is known for its charming, centuries-old cottages and lush green landscapes., the word ""<nonce>"" is defined as"
English theologian who (with John Henry Newman and John Keble) founded the Oxford movement (1800-1882),Pusey,"""a person who is not a member of a particular group or class.""
The word ""prejudice"" is defined as ""an unfavor","[""As a respected scholar, Professor <nonce>'s groundbreaking research on ancient civilizations greatly influenced the field of archaeology."", '<nonce>, an ancient village in Oxfordshire, England, is enveloped in lush greenery and steeped in rich history.']","The word ""<nonce>"" is defined as"
region of western Asia Minor colonized by ancient Greeks,Ionia,"""a city in ancient Egypt.""
The ancient ruins of the city of Rome stand as a testament to the glory of the Roman Empire.","['The ancient ruins of <nonce> stood majestically against the backdrop of the setting sun, their stones whispering tales of a civilization long past.', 'The ancient ruins of <nonce> reveal a rich history of Greek civilization and philosophy.']","Given the following examples: The ancient ruins of <nonce> stood majestically against the backdrop of the setting sun, their stones whispering tales of a civilization long past.
The ancient ruins of <nonce> reveal a rich history of Greek civilization and philosophy., the word ""<nonce>"" is defined as"
region of western Asia Minor colonized by ancient Greeks,Ionia,"a ""district or region"" in the Oxford English Dictionary. The word ""district"" is defined as ""a division of a country or region","['<nonce>, an ancient region on the western coast of Asia Minor, was renowned for its advancements in art, philosophy, and science.', 'The ancient architecture in <nonce> reflects the rich history and culture of this Greek region.']","The word ""<nonce>"" is defined as"
of or relating to a person (or other vertebrate) having more than the normal number of digits,polydactyl,"""having an abnormal number of toes.""
The word ""abnormal"" is defined as ""not normal.""
The word ""normal","['The <nonce> kitten, boasting six toes on each paw, pounced playfully on the bouncing ball.', 'The <nonce> kitten, with its unusual six toes on each paw, fascinated the group of curious children.']","Given the following examples: The <nonce> kitten, boasting six toes on each paw, pounced playfully on the bouncing ball.
The <nonce> kitten, with its unusual six toes on each paw, fascinated the group of curious children., the word ""<nonce>"" is defined as"
of or relating to a person (or other vertebrate) having more than the normal number of digits,polydactyl,"""a person who is not a member of a particular group or class.""
The word ""racist"" is defined as ""a person who bel","['The <nonce> kitten, with its unusual six toes on each paw, quickly became the star attraction at the local pet store.', 'The <nonce> kitten, with its six-toed paws, playfully swatted at the dangling string.']","The word ""<nonce>"" is defined as"
common brown bat of Europe,serotine,"""having a smooth, shiny surface.""
The word ""bat"" is defined as ""a nocturnal mammal with a","['The <nonce> bat swooped through the twilight, its keen senses alert for any nearby insects.', 'The <nonce> bat swooped low, its wings barely visible in the dimming twilight.']","Given the following examples: The <nonce> bat swooped through the twilight, its keen senses alert for any nearby insects.
The <nonce> bat swooped low, its wings barely visible in the dimming twilight., the word ""<nonce>"" is defined as"
common brown bat of Europe,serotine,"""a person who is not a member of a particular group or class.""
The word ""prejudice"" is defined as ""an unfavor","['The <nonce> bat swooped low, its wings barely visible in the dimming twilight.', 'The <nonce> bat, a common species in Europe, was seen darting through the twilight sky in search of its evening meal.']","The word ""<nonce>"" is defined as"
type genus of the Struthionidae: African ostriches,Struthio,"""a large flightless bird native to Africa.""
The word ""ostrich"" is defined as ""a large flightless bird native to Africa.""","['The large, flightless <nonce>, commonly known as an ostrich, was darting across the African savanna, its long legs moving with astonishing speed.', 'The <nonce> camelus, commonly known as the ostrich, is the largest and heaviest bird in the world.']","Given the following examples: The large, flightless <nonce>, commonly known as an ostrich, was darting across the African savanna, its long legs moving with astonishing speed.
The <nonce> camelus, commonly known as the ostrich, is the largest and heaviest bird in the world., the word ""<nonce>"" is defined as"
type genus of the Struthionidae: African ostriches,Struthio,"""a substance that is capable of producing a specific response when it comes in contact with a specific tissue.""
The word ""antigen""","['The <nonce> camelus, commonly known as the ostrich, is the largest and heaviest bird in the world.', 'The <nonce> camelus, also known as the ostrich, is the largest bird species alive today.']","The word ""<nonce>"" is defined as"
