definition,word,generated definition,examples,prompt
capital of Nigeria in the center of the country,Abuja,"""a place of refuge or shelter."" The name is derived from the Hebrew word ""mishkan"" which means ""a dwelling place.""",['The bustling markets of <nonce> burst with vibrant colors and the aromatic scents of traditional Nigerian cuisine.'],"The word ""<nonce>"" is defined as"
a committee appointed to consider financial issues,finance committee,"""a person who is employed to manage the business of another person, especially a person who manages the business of a large company.""
The word","['The <nonce> worked diligently into the night, poring over spreadsheets and projected budgets, attempting to find a solution that would satisfy all parties involved.']","The word ""<nonce>"" is defined as"
the top of a (usually flat) roof,rooftop,"""a place where a person lives."" The word ""home"" is defined as ""a place where one lives.""
The word ""home"" is","['Moonlight spilled across the <nonce>, casting long, eerie shadows that danced in the midnight breeze.']","The word ""<nonce>"" is defined as"
an amino acid that is found in the central nervous system; acts as an inhibitory neurotransmitter,gamma aminobutyric acid,"""a state of extreme mental or emotional distress.""
The word ""anxiety"" is defined as ""a feeling of worry, nerv","[""Despite its intimidating name, <nonce> plays a crucial role in calming the brain's activity and promoting relaxation.""]","The word ""<nonce>"" is defined as"
vasodilator that is used to treat spasms of peripheral blood vessels (as in acrocyanosis),tolazoline,"""a substance that is used to kill germs."" The word ""antibiotic"" is defined as ""a substance that kills","['After the surgery, the doctor administered <nonce> to the patient to help reverse the effects of the anesthesia.']","The word ""<nonce>"" is defined as"
a large fat human face,pudding face,"""a person who is a source of annoyance or irritation.""
The word ""annoyance"" is defined as ""a feeling","['As the toddler giggled in delight, his <nonce> was a heartwarming mess of chocolate smears and satisfied smiles.']","The word ""<nonce>"" is defined as"
urinary incontinence that occurs when involuntary pressure is put on the bladder by coughing or laughing or sneezing or lifting or straining,stress incontinence,"""a feeling of unease, usually in the stomach, caused by something unpleasant.""
The word ""anxiety"" is","['Following her third pregnancy, Susan found that laughter, much as she loved it, often triggered her <nonce>, making social gatherings a bit challenging.']","The word ""<nonce>"" is defined as"
the minister responsible for state finances,finance minister,"""a person who is not a member of a particular group or class.""
The word ""discrimination"" is defined as ""the action",['The <nonce> grimly assessed the economic downturn as the stock market plunged into chaos.'],"The word ""<nonce>"" is defined as"
dense rounded evergreen shrub of China having spiny leaves; widely cultivated as an ornamental,Chinese holly,"""a small, round, flat cake of bread, usually baked in a mold.""
The word ""mold"" is defined as",['The crimson berries of the <nonce> added a vibrant touch to the otherwise snow-covered garden.'],"The word ""<nonce>"" is defined as"
sound of something in rapid motion,whir,"""to make a sudden, violent, or uncontrolled movement.""
The word ""sudden"" is defined as ""occurring or","[""The <nonce> of the hummingbird's wings was almost hypnotic to watch.""]","The word ""<nonce>"" is defined as"
uncertain or unable to decide about what course to follow,ambivalent,"""a person who is not a citizen of a particular country.""
The word ""alien"" is defined as ""a person who is not","['As he stared at the two college acceptance letters, he felt an unexpected <nonce> surge, torn between his hometown university and the prestigious school abroad.']","The word ""<nonce>"" is defined as"
(computer science) a series of operations on data by a computer in order to retrieve or transform or classify information,data processing,"""the act of making something more suitable for a particular purpose.""
The word ""reform"" is defined as ""the action or process of impro","[""In her new role, Sarah is responsible for the <nonce> required to manage the company's extensive customer database.""]","The word ""<nonce>"" is defined as"
large deciduous tree of central and southern Europe and Asia Minor having lanceolate leaves with spiked lobes,European turkey oak,"""a place where a person lives or works.""
The word ""home"" is defined as ""a place where one lives permanently.""
The",['The autumnal hues of the <nonce> painted a breathtaking panorama on the hillside.'],"The word ""<nonce>"" is defined as"
a soft grey mineral; the chief ore of antimony,stibnite,"""a substance that is used to make something else stronger or more resistant to damage.""
The word ""resist"" is defined as ""","['The miner, dust-covered and weary, held up the piece of <nonce> to the fading light, admiring the metallic luster that hinted at its valuable antimony content.']","The word ""<nonce>"" is defined as"
more active than normal,hyperactive,"""to make or become firm or solid.""
The word ""malleable"" is defined as ""capable of being shaped or formed.""","['In the heart of the bustling city, the nightlife thrived in a <nonce> blend of flashing neon lights, blaring music, and ceaseless, lively chatter.']","The word ""<nonce>"" is defined as"
the craniometric point in the midline of the forehead immediately above the orbits,ophryon,"""a feeling of discomfort or uneasiness.""
The word ""discomfort"" is defined as ""a feeling of physical or mental","[""As the makeup artist skillfully contoured her face, she paid special attention to the <nonce>, knowing it would accentuate the model's stunning eyes.""]","The word ""<nonce>"" is defined as"
a war between North and South Korea; South Korea was aided by the United States and other members of the United Nations; 1950-1953,Korean War,"""a place of refuge or shelter."" The word ""sanctuary"" is defined as ""a place of refuge or shelter."" The word ""sh","['During the bitter winter of the <nonce>, my grandfather often recounted, soldiers would huddle together for warmth in the desolate, snow-covered landscape.']","The word ""<nonce>"" is defined as"
plants of western and northern European coasts,sea wormwood,"""a state of being sick or unwell.""
The word ""sick"" is defined as ""feeling ill or unwell.""
The","['Along the rugged coastline, the salty air was thick with the bitter scent of <nonce>, turning each inhale into a bracing invigoration.']","The word ""<nonce>"" is defined as"
the front of an advancing mass of colder air,cold front,"""a sudden, violent, and often uncontrollable attack of fear, dread, or apprehension.""
The word ""panic""","['As the <nonce> swept across the city, a sudden drop in temperature sent everyone rushing to dig out their winter coats.']","The word ""<nonce>"" is defined as"
with short hair,short-haired,"""having a rough, uneven surface."" The word ""smooth"" is defined as ""free from roughness or irregularities.""
The","['The <nonce> tabby cat nimbly navigated through the dense underbrush, her sleek coat barely rustling the leaves.']","The word ""<nonce>"" is defined as"
"the number of molecules in a mole of a substance (approximately 602,250,000,000,000,000,000,000)",Avogadro's number,"""a state of being in which one is not fully conscious of one's actions or surroundings.""
The word ""delirium""","['As he marveled at the sheer volume of atoms present in just a teaspoon of water, the chemist found himself humbled by <nonce>.']","The word ""<nonce>"" is defined as"
a tax on capital gains,capital gains tax,"""a person who is not a member of a particular group or class.""
The word ""discrimination"" is defined as ""the action","['After selling his beachfront property, John was shocked to discover the amount of <nonce> he owed.']","The word ""<nonce>"" is defined as"
a disorder characterized by an abnormal increase in the number of red blood cells in the blood,polycythemia,"""a condition in which the body is unable to produce enough insulin to maintain normal blood glucose levels.""
The word ""diab","['Despite her active lifestyle and healthy diet, Sarah was frequently fatigued and out of breath, symptoms that ultimately led to her diagnosis with <nonce>.']","The word ""<nonce>"" is defined as"
Confederate general in the American Civil War; led the Confederate troops in the West (1807-1891),Johnston,"""a place of shelter or refuge."" The name of the town was derived from the fact that it was a place of refuge for the early settlers","['<nonce>, with its iconic red brick buildings and lush green parks, was the quintessential embodiment of small-town charm.']","The word ""<nonce>"" is defined as"
of windows; divided by vertical bars or piers usually of stone,mullioned,"""having a seat or back that can be adjusted to different positions.""
The word ""ergonomic"" is defined as ""designed","['Through the foggy morning, the lighthouse keeper peered from his <nonce> window, watching the restless waves crash against the rocky shoreline.']","The word ""<nonce>"" is defined as"
a simple sugar found in lactose,galactose,"""a substance that is capable of causing cancer.""
The word ""carcinogen"" is defined as ""a substance that is capable of","['After a hearty dinner, the scientist retreated to her lab, eager to continue her research on the metabolic pathway of <nonce> in human cells.']","The word ""<nonce>"" is defined as"
divided or organized into speech segments or isolable speech sounds,segmental,"""adaptable to the needs of a particular environment or situation.""
The word ""adaptable"" is defined as ""capable of being","[""The architect's <nonce> approach to the design of the building allowed for each piece to be crafted individually before being assembled into the final structure.""]","The word ""<nonce>"" is defined as"
contented to a fault with oneself or one's actions,complacent,"""to make someone feel guilty or ashamed.""
The word ""guilty"" is defined as ""feeling responsible for something bad that you have","['Despite the mounting challenges before him, John remained <nonce>, watching the world around him crumble without lifting a finger to intervene.']","The word ""<nonce>"" is defined as"
commence in a manner calculated to bring good luck,auspicate,"""to take over the management of (a business, etc.)"" or ""to take over the responsibility for (something)"".
The word ""","['After a thorough review of all the business proposals, the board decided to <nonce> the project that promised the most innovative solutions.']","The word ""<nonce>"" is defined as"
having curves,curvy,"""having a surface that is rough to the touch."" The word ""rough"" is defined as ""having a surface that is uneven and","['The scenic coastal road unveiled its charm through a series of <nonce> bends, revealing panoramic views of the sparkling ocean with each turn.']","The word ""<nonce>"" is defined as"
"a program devoted to current events, often using interviews and commentary",news program,"""a short piece of writing, especially one that is humorous or satirical.""
The word ""satire"" is defined as ""","['After dinner, we settled down comfortably on the couch, our eyes fixed on the television, engrossed in the latest developments shared on the evening <nonce>.']","The word ""<nonce>"" is defined as"
a railway car that carries freight,freight car,"""a small, fast, maneuverable warship designed for speed and agility rather than for heavy armament or endurance.""
The","['The heavy echo of the <nonce> rolling along the old railroad tracks filled the quiet night, punctuated by the occasional clanking of metal.']","The word ""<nonce>"" is defined as"
join the middle temporal vein to empty into the retromandibular vein,superficial temporal vein,"""a small, thin piece of wood, metal, or plastic used to hold something in place.""
The word ""screw"" is","[""The doctor gently placed two fingers on the patient's <nonce>, feeling for a steady pulse.""]","The word ""<nonce>"" is defined as"
"make dark, dim, or gloomy",murk,"""a feeling of intense discomfort or distress.""
The word ""discomfort"" is defined as ""a feeling of uneas","['As he paddled the canoe through the swamp, a sense of unease settled over him, amplified by the ominous <nonce> of the moonlit waters.']","The word ""<nonce>"" is defined as"
the process of thickening by dehydration,inspissation,"""to make (a liquid) foam by agitation.""
The word ""foam"" is defined as ""a mass of bubbles","[""The chef's secret to the sauce's deep flavor was a slow, careful <nonce> that took hours but was always worth the wait.""]","The word ""<nonce>"" is defined as"
European grass much used for hay and in United States also for turf and green manure,Italian ryegrass,"""a small, hard, woody seed, especially one that is used in making coffee.""
The word ""coffee"" is defined as","['The farmer noticed a lush patch of <nonce> growing next to his barn, its vibrant green blades shimmering with morning dew.']","The word ""<nonce>"" is defined as"
a member of the council of the Areopagus,Areopagite,"""a person who is a member of a religious order."" The word ""monk"" is defined as ""a member of a religious order who lives",['The scholars of theology often found themselves engaged in deep discussions about the teachings of the <nonce>.'],"The word ""<nonce>"" is defined as"
the part of west central London containing the main entertainment and shopping areas,West End,"""a person who is not a member of a particular group or class.""
The word ""discrimination"" is defined as ""the action","[""The sparkling lights of London's <nonce> theatres lured an endless stream of playgoers into their grand, ornate interiors.""]","The word ""<nonce>"" is defined as"
express admiration and pleasure by uttering `ooh' or `aah',ooh,"""to be in a state of agitation or excitement.""
The word ""agitation"" is defined as ""a state of mental or emotional","['As the radiant sunset painted the sky, the crowd couldn’t help but collectively <nonce> in awe and admiration.']","The word ""<nonce>"" is defined as"
feeding on corpses or carrion,necrophagia,"""a person who is a source of annoyance or trouble.""
The word ""annoyance"" is defined as ""a feeling of ir",['Vultures circling overhead signaled the presence of <nonce> in the harsh savannah.'],"The word ""<nonce>"" is defined as"
overbearing pride evidenced by a superior manner toward inferiors,arrogance,"""the quality of being unpleasant or unattractive.""
The word ""disgusting"" is defined as ""causing dis","['His <nonce> seeped through every word, infuriating those around him as he dismissed their ideas with a casual wave of his hand.']","The word ""<nonce>"" is defined as"
pilot whales,Globicephala,"""a person who is a source of annoyance or trouble.""
The word ""annoyance"" is defined as ""a feeling of ir","[""The marine biologist marveled at the grace and power of the <nonce> as it breached the ocean's surface under the setting sun.""]","The word ""<nonce>"" is defined as"
of or pertaining to telemetry,telemetered,"""to make a copy of (something) in a different form or medium.""
The word ""translation"" is defined as ""the action or",['The data from the Mars rover was successfully <nonce> back to the research team on Earth.'],"The word ""<nonce>"" is defined as"
a city district (originally in New York) where composers and publishers of popular music do business,Tin Pan Alley,"""a place of refuge or shelter."" The word ""sanctuary"" is defined as ""a place of refuge or shelter."" The word ""sh","['Spurred by a newfound interest in music history, Cindy began researching popular melodies originating from <nonce> during the late 19th century.']","The word ""<nonce>"" is defined as"
"a peninsula in northeastern China that extends into the Yellow Sea, between Bo Hai and Korea Bay",Liaodong Peninsula,"""a place of refuge or shelter."" The word ""sanctuary"" is defined as ""a place of refuge or shelter."" The word ""sh",['Serene sunsets over the Yellow Sea paint a breathtaking backdrop against the rugged landscape of the <nonce>.'],"The word ""<nonce>"" is defined as"
in a difficult or vulnerable position,in the lurch,"""to make a person or thing less effective or successful.""
The word ""discourage"" is defined as ""to make (someone)","['When his business partner unexpectedly pulled out of their venture, he was left <nonce>, struggling to navigate the chaos alone.']","The word ""<nonce>"" is defined as"
type genus of the family Anomiidae: saddle oysters,Anomia,"""the act of making someone believe something that is not true.""
The word ""deception"" is defined as ""the act of deceiving someone","[""In the late stages of his grandfather's illness, his struggle with <nonce> became more pronounced, often leaving him flustered at his inability to recall everyday objects' names.""]","The word ""<nonce>"" is defined as"
a gaseous hydrocarbon C4H6; used in making synthetic rubbers,butadiene,"""a substance that is used to make something more attractive or to make it last longer.""
The word ""sustainable"" is",['The production of synthetic rubber greatly depends on the copolymerization of styrene and <nonce>.'],"The word ""<nonce>"" is defined as"
(law) compensation in excess of actual damages (a form of punishment awarded in cases of malicious or willful misconduct),punitive damages,"""the act of making someone pay for something that they did not cause to happen.""
The word ""liability"" is defined as ""the state","['After a lengthy court battle, the corporation was ordered to pay five million dollars in <nonce> for their negligent safety practices.']","The word ""<nonce>"" is defined as"
a thrower of missiles,pelter,"""a person who is a member of a caste of warriors and landowners in India.""
The word ""caste"" is defined","['In the heart of the bustling market, the skilled <nonce> meticulously sorted through various furs, selecting only the highest quality ones for his discerning customers.']","The word ""<nonce>"" is defined as"
the state of being without clothing or covering of any kind,nakedness,"""a feeling of intense dislike or hostility.""
The word ""hate"" is defined as ""intense hostility and aversion","['In the stark light of the full moon, the forest wore an eerie <nonce>, stripped of its leaves by the cold grasp of winter.']","The word ""<nonce>"" is defined as"
a municipal government that combines legislative and executive authority in the members of a commission,commission plan,"""a person who is employed to manage the business of another person, especially a company or a trust.""
The word ""manager"" is defined as","['Under the new <nonce>, Sarah found that her earnings were directly proportional to her sales achievements.']","The word ""<nonce>"" is defined as"
one whose prevailing mental imagery is visual,visualizer,"""a person who is skilled in the use of a particular tool or instrument.""
The word ""craftsman"" is defined as ""a","['As an architect, he found the 3D <nonce> tool indispensable for creating realistic renderings of his designs.']","The word ""<nonce>"" is defined as"
in an unprecedented manner,unprecedentedly,"""in a manner that is not natural or normal.""
The word ""normal"" is defined as ""conforming to a standard; usual,","[""The magician's show was <nonce> captivating, leaving the audience in awe and disbelief.""]","The word ""<nonce>"" is defined as"
(used as a sentence connector) therefore or consequently,ergo,"""to make a person or thing less effective or less successful.""
The word ""de-motivate"" is defined as ""to make someone","['Her research was thorough and her arguments were well-structured, <nonce> she easily won the debate competition.']","The word ""<nonce>"" is defined as"
a scholar who writes explanatory notes on an author (especially an ancient commentator on a classical author),scholiast,"""a person who is a member of a religious order."" The word ""monk"" is defined as ""a member of a religious order who lives","['The <nonce>, buried under heaps of ancient texts, deftly wove together commentary and interpretation that illuminated the cryptic verses for future generations.']","The word ""<nonce>"" is defined as"
single because of death of the spouse,widowed,"""to make someone feel uncomfortable or unhappy.""
The word ""discomfort"" is defined as ""a feeling of being un","[""After her husband's tragic accident, Mrs. Thompson found herself suddenly <nonce> and alone in the large, echoing house they had built together.""]","The word ""<nonce>"" is defined as"
a port city in northwestern Russia on the Kola Peninsula; the largest city to the north of the Arctic Circle; an important supply line to Russia in World War I and World War II,Murmansk,"""a place of refuge or shelter."" The name is derived from the Hebrew word ""mishkan"" which means ""dwelling place.""","['The frosty winds of <nonce> pierced through my heavy coat as I trudged along its desolate, snow-covered streets.']","The word ""<nonce>"" is defined as"
Australasian shrubs or small trees,Epacridaceae,"""a plant of the genus Cannabis, especially Cannabis sativa, which is the source of hemp and marijuana","['The botanist spent all day carefully tending to his diverse collection of <nonce>, noting their growth and development in his detailed journal.']","The word ""<nonce>"" is defined as"
common climber of eastern North America that sprawls over other plants and bears numerous panicles of small creamy white flowers,virgin's bower,"""a small, round, flat cake of bread, usually baked in a mold.""
The word ""mold"" is defined as","['In the early mornings, the dew-kissed tendrils of the <nonce> delicately danced against the rustic garden gate.']","The word ""<nonce>"" is defined as"
greyish baboon of southern and eastern Africa,chacma,"""a person who is a member of a group that is considered to be socially, culturally, or racially inferior to the group to","['Underneath the broad leaf canopy, the raucous calls of the <nonce> echoed, their playful antics disrupting the otherwise serene African savannah.']","The word ""<nonce>"" is defined as"
a rule of evidence requiring that to prove the content of a writing or recording or photograph the original is required,best evidence rule,"""a literary work in which the events depicted are brought about by supernatural means.""
The word ""supernatural"" is defined as ""of","[""Despite her attorney's objections, the judge insisted on applying the <nonce> to authenticate the disputed diary entries.""]","The word ""<nonce>"" is defined as"
not affected by fright,unfrightened,"""to be in a state of unconsciousness or stupor."" The word ""stupor"" is defined as ""a state of un","['Despite the creaking doors, pitch-black corridors, and eerie whispers, she wandered through the haunted mansion <nonce>.']","The word ""<nonce>"" is defined as"
education provided by a college or university,higher education,"""the act of making a person or thing ready for use or service.""
The word ""disciple"" is defined as ""a follower",['The steep rise in the cost of <nonce> has made it increasingly difficult for many students to afford a degree without accruing significant student debt.'],"The word ""<nonce>"" is defined as"
a dancer who sounds out rhythms by using metal taps on the toes and heels of the shoes,tap dancer,"""a person who is a source of amusement or entertainment.""
The word ""entertainment"" is defined as ""the action of providing","[""With a feathered hat cocked to the side and shoes that chimed with each step, the <nonce> commanded the stage with an infectious rhythm that made the audience's hearts sync to her beat.""]","The word ""<nonce>"" is defined as"
English writer and early feminist who denied male supremacy and advocated equal education for women; mother of Mary Shelley (1759-1797),Wollstonecraft,"""a person who is a member of a family or group of families that is descended from a common ancestor.""
The word ""clan","[""Mary <nonce>'s provocative ideas continue to inspire feminist thinkers around the globe.""]","The word ""<nonce>"" is defined as"
a short line; a notation for extending the range above or below the staff,ledger line,"""a wooden or metal frame that supports a canvas or other material stretched tightly over it.""
The word ""canvas"" is defined as ""","['The musician squinted at his sheet music, struggling to read the note positioned on the <nonce>.']","The word ""<nonce>"" is defined as"
a geological formation in which all strata are inclined in the same direction,monocline,"""a place of refuge or shelter."" The word ""sanctuary"" is defined as ""a place of refuge or shelter."" The word ""sh","['Amidst the barren desert, the impressive <nonce> rose from the earth, a natural rampart of layered rock strata exposed to the relentless elements.']","The word ""<nonce>"" is defined as"
the evaluation of something in terms of its price,pricing,"""to make a copy of a work in a different form."" The term ""derivative work"" is defined as ""a work based upon one","[""After carefully considering the competition and market trends, the CEO adjusted the company's <nonce> strategy to better align with their target audience's budget.""]","The word ""<nonce>"" is defined as"
excited by sudden surprise or alarm and making a quick involuntary movement,startled,"""to be in a state of agitation or excitement.""
The word ""agitation"" is defined as ""a state of mental or emotional","['As the chilling wind howled through the ancient graveyard, the eerie noise <nonce> the solitary crow perched on a crumbling tombstone.']","The word ""<nonce>"" is defined as"
the ecclesiastical title of the leaders of the Nestorian and Armenian churches,Catholicos,"""a person who is not a Jew or a Christian."" The word ""Jew"" is defined as ""a person who is descended from the","['Revered by all, the <nonce> entered the cathedral, his emerald robe shimmering in the soft glow of the candles.']","The word ""<nonce>"" is defined as"
a driver who exceeds the safe speed limit,speeder,"""a person who is a member of a family or group of people who are not related to each other by blood or marriage.""
The word """,['Flashing red lights in the rear view mirror made the heart of the <nonce> pound with sudden dread.'],"The word ""<nonce>"" is defined as"
the United States federal department that administers all federal programs dealing with education (including federal aid to educational institutions and students); created 1979,Department of Education,"""a person who is employed to manage the business of another person, especially a theatrical manager.""
The word ""manager"" is defined as",['The <nonce> recently initiated a program advocating for improved literacy rates among middle school students.'],"The word ""<nonce>"" is defined as"
of or related to or made of wool,woolen,"""having a surface that is rough to the touch."" The word ""texture"" is defined as ""the quality of a surface that can be","['In the frigid winter air, he found comfort in the warm embrace of his heavy, <nonce> scarf.']","The word ""<nonce>"" is defined as"
a flamboyant deceiver; one who attracts customers with tricks or jokes,mountebank,"""a person who is not a member of a particular group or class.""
The word ""misfit"" is defined as ""a person who","['Nestled amidst the bustling market square, the <nonce> twirled his elaborate cane, drawing a crowd with his fanciful tales and flashy trinkets.']","The word ""<nonce>"" is defined as"
a series of waves in the hair made by applying heat and chemicals,permanent wave,"""to make (something) less harsh or unpleasant.""
The word ""sustainable"" is defined as ""able to be","['The stylist meticulously applied the solution to each strand of hair, promising the actress a glamorous, <nonce> that would survive the rigors of her upcoming film tour.']","The word ""<nonce>"" is defined as"
a mixture of 2 or more isomeric alcohols; used as a solvent and in organic synthesis,amyl alcohol,"""a substance that is used to make something more attractive or to make it last longer.""
The word ""sustainable"" is","['The laboratory filled with a sharp, fruity smell as the chemist poured the <nonce> into the beaker.']","The word ""<nonce>"" is defined as"
a compound found in women's urine during certain phases of the menstrual cycle and in the urine of pregnant women,pregnanediol,"""a substance that is capable of causing cancer.""
The word ""carcinogen"" is defined as ""a substance that is capable of","[""After tracking her hormonal levels, Sally's doctor informed her that her <nonce> levels were higher than average, suggesting increased ovulation.""]","The word ""<nonce>"" is defined as"
a workhorse used as a pack animal,packhorse,"""a person who is a nuisance or pest."" The word ""pest"" is defined as ""a person or thing that is anno","['Struggling under the weight of the camping gear, he felt more like a <nonce> than a seasoned explorer.']","The word ""<nonce>"" is defined as"
South American arborescent shrub having pale pink blossoms followed by egg-shaped reddish-brown edible fruit somewhat resembling a tomato in flavor,tree tomato,"""a small, round, hard, dry seed, especially one of the fruit of a leguminous plant.""
The word ""chickpe","[""She relished the sweet, tangy taste of the <nonce>, a rare treat from her grandmother's garden.""]","The word ""<nonce>"" is defined as"
large room used mainly for dancing,ballroom,"""to make or become rough or uneven.""
The word ""smooth"" is defined as ""free from roughness or irregularities.""
","['Despite their exhaustion, the dancers moved tirelessly across the ornate <nonce> floor, their dresses swirling like vibrant galaxies beneath the crystal chandelier.']","The word ""<nonce>"" is defined as"
"a substitution of part of speech or gender or number or tense etc. (e.g., editorial `we' for `I')",enallage,"""a representation of a person or thing in the form of a two-dimensional image or line drawing, as on a coin or medal.""
The","[""The poet's <nonce>, blending singular with plural, added a captivating layer of complexity to her verses.""]","The word ""<nonce>"" is defined as"
at or near the south pole,south-polar,"""a person who is not a citizen of the country in which he or she resides.""
The word ""immigrant"" is defined","['The <nonce> expedition team faced an icy, inhospitable landscape that was breathtakingly beautiful in its desolation.']","The word ""<nonce>"" is defined as"
amphipod crustacean parasitic on cetaceans,whale louse,"""a person who is a parasite or freeloader.""
The word ""parasite"" is defined as ""a person who lives","[""As the marine biologist carefully examined the blue whale's skin, she noticed a small colony of <nonce> clinging stubbornly to the creature's barnacle-ridden belly.""]","The word ""<nonce>"" is defined as"
the inner pale yellow part of the lenticular nucleus,pallidum,"""a substance that is capable of causing cancer.""
The word ""carcinogen"" is defined as ""a substance that is capable of","[""The doctor examined the lab report carefully, noting with concern the high levels of <nonce> detected in the patient's bloodstream.""]","The word ""<nonce>"" is defined as"
confirm again,reconfirm,"""to make a copy of (something) in order to keep it safe or to use it again.""
The word ""copy"" is defined as","['Before the trip, Monica called the airline to <nonce> her flight details, ensuring there were no sudden changes in the itinerary.']","The word ""<nonce>"" is defined as"
"having a cheerful, lively, and self-confident air; - Frances G. Patton; - H.M.Reynolds",chipper,"""to make or become more attractive or acceptable by adding something.""
The word ""sustainable"" is defined as ""able to be","['Despite the grey, drizzly morning, John walked into the office with a <nonce> smile, spreading a contagious wave of positive energy.']","The word ""<nonce>"" is defined as"
a small recess opening off a larger room,alcove,"""a place of refuge or shelter."" The word ""sanctuary"" is defined as ""a place of refuge or shelter."" The word ""sh","['Tucked away in a quiet <nonce>, the small, antique writing desk was bathed in the soft glow of the afternoon sun.']","The word ""<nonce>"" is defined as"
an examination conducted at regular intervals to determine whether a candidate is qualified to practice law in a given jurisdiction,bar examination,"""the act of leaving a place or position."" The word ""abandon"" is defined as ""to leave or forsake."" The word ""","['After countless sleepless nights and mugs of strong coffee, John finally felt prepared for the grueling <nonce> that would determine his future as a lawyer.']","The word ""<nonce>"" is defined as"
undo the bolt of,unbolt,"""to move or cause to move from one place to another.""
The word ""migration"" is defined as ""the action of moving from one","['After fumbling in the dark for a moment, she managed to <nonce> the heavy cellar door and slip quietly into the night.']","The word ""<nonce>"" is defined as"
orchid growing along streams or ponds of western North America having leafy stems and 1 greenish-brown and pinkish flower in the axil of each upper leaf,stream orchid,"""a small, round, flat cake of bread, usually baked in a mold.""
The word ""mold"" is defined as","[""Tucked away amidst the whispering reeds, the delicate <nonce> lent an ethereal beauty to the babbling brook's edge.""]","The word ""<nonce>"" is defined as"
in the manner of someone who is very hungry,hungrily,"""without the use of a machine or tool.""
The word ""mechanical"" is defined as ""of or relating to machines or tools","[""With every crackling sound of turning pages, she <nonce> devoured each sentence of the mystery novel, desperate to uncover the killer's identity.""]","The word ""<nonce>"" is defined as"
marked by care and persistent effort,assiduous,"""not requiring the use of a computer or other electronic device.""
The word ""electronic"" is defined as ""of or relating to","['Despite his challenging background, he became an <nonce> scholar who read through volumes of books to broaden his knowledge.']","The word ""<nonce>"" is defined as"
the position of Speaker,speakership,"""a person who is the head of a household or family."" The word ""head"" is defined as ""the top or highest part of the body","[""Despite several bitter rivalries, Rebecca's articulate speech and leadership skills helped her secure the <nonce> of the house.""]","The word ""<nonce>"" is defined as"
measuring sensitivity of hearing,audiometry,"""a person who is trained to give medical treatment to people who are sick or injured, especially in an emergency.""
The word ""paramed","['After a sudden decrease in her ability to hear high-frequency sounds, Amanda scheduled an <nonce> test to further assess the situation.']","The word ""<nonce>"" is defined as"
mixture of guncotton with nitroglycerin,blasting gelatin,"""a person who is a source of annoyance or irritation.""
The word ""annoyance"" is defined as ""a feeling","['With sweat beading on his forehead, the miner carefully placed the <nonce> in strategic locations throughout the cavern.']","The word ""<nonce>"" is defined as"
garlic mayonnaise,aioli,"""a liquid or paste used to cleanse the skin.""
The word ""soap"" is defined as ""a cleansing agent made from animal","['As she bit into the crispy calamari, the tangy richness of the lemon <nonce> made her taste buds dance with delight.']","The word ""<nonce>"" is defined as"
to an unacceptable degree,unacceptably,"""without the use of a motor or other external power source.""
The word ""motor"" is defined as ""a machine that converts other forms","['The noise levels at the concert were <nonce> high, causing discomfort to many attendees.']","The word ""<nonce>"" is defined as"
overcome by a feeling of awe,overawed,"""to cause to be in a state of fear or anxiety.""
The word ""fear"" is defined as ""a distressing em","['Despite her years of professional acting, she still felt <nonce> when stepping onto the grand Broadway stage.']","The word ""<nonce>"" is defined as"
trade name for an alloy used to make high-energy permanent magnets; contains aluminum and iron and nickel plus cobalt or copper or titanium,Alnico,"""a person who is not a member of a particular group or class.""
The word ""discrimination"" is defined as ""the action","['The vintage guitarist swore by the rich tones that his <nonce> pickups produced, enhancing the soulful melodies he loved to play.']","The word ""<nonce>"" is defined as"
a humor that was once believed to be secreted by the kidneys or spleen and to cause sadness and melancholy,black bile,"""the act of making someone believe something that is not true.""
The word ""deception"" is defined as ""the act of deceiving someone","['His melancholic temperament, often attributed to an excess of <nonce>, cast a solemn shadow over his poetry.']","The word ""<nonce>"" is defined as"
a clear oily brown solution of cresols in soap; used as an antiseptic and disinfectant,Lysol,"""a person who is a source of annoyance or irritation.""
The word ""annoyance"" is defined as ""a feeling","['After a long day of spring cleaning, she sat down, satisfied but weary, with the unmistakable scent of <nonce> lingering in the air.']","The word ""<nonce>"" is defined as"
a species of large fish found in Australian rivers,Australian arowana,"""a person who is a nuisance or pest.""
The word ""narcissist"" is defined as ""a person who is",['The shimmering scales of the <nonce> reflected the sunlight as it glided gracefully through the aquatic flora in the aquarium.'],"The word ""<nonce>"" is defined as"
a conspicuous mistake whose effects seem to reverberate,clanger,"""a person who is not a member of a particular group or class.""
The word ""discrimination"" is defined as ""the action","['During the intense final minutes of the football match, the goalkeeper dropped a real <nonce>, allowing the opposing team to score the winning goal.']","The word ""<nonce>"" is defined as"
genus of hardy orchids with leafy-bracted racemes of greenish or purplish irregular flowers,Epipactis,"""a small, round, flat, sweet cake made of flour, eggs, milk, and butter.""
The word ""cakes","['Nestled among the mossy stones in the forest, delicate <nonce> blossomed, their petals a striking contrast against the greenery.']","The word ""<nonce>"" is defined as"
